,time,energy_price,fcas_raise_price,fcas_lower_price
1905,2024-01-02 12:00,47.83526,0,0
1910,2024-01-02 12:05,54.95021,0,0
1915,2024-01-02 12:10,54.95021,0,0
1920,2024-01-02 12:15,36.05993,0,0
1925,2024-01-02 12:20,55.10904,0,0
1930,2024-01-02 12:25,59.99,0,0
1935,2024-01-02 12:30,49.37509,0,0
1940,2024-01-02 12:35,21.91702,0,0
1945,2024-01-02 12:40,46.57952,0,0
1950,2024-01-02 12:45,58,0,0
1955,2024-01-02 12:50,64.04203,0,0
1960,2024-01-02 12:55,57.95,0,0
1965,2024-01-02 13:00,54.95025,0,0
1970,2024-01-02 13:05,57.95,0,0
1975,2024-01-02 13:10,54.2736,0,0
1980,2024-01-02 13:15,63.4901,0,0
1985,2024-01-02 13:20,57.95,0,0
1990,2024-01-02 13:25,104.55402,0,0
1995,2024-01-02 13:30,54.95007,0,0
2000,2024-01-02 13:35,40.78198,0,0
2005,2024-01-02 13:40,54.95007,0,0
2010,2024-01-02 13:45,58,0,0
2015,2024-01-02 13:50,57.95,0,0
2020,2024-01-02 13:55,35.88063,0,0
2025,2024-01-02 14:00,36.05964,0,0
2030,2024-01-02 14:05,35.87923,0,0
2035,2024-01-02 14:10,35.88051,0,0
2040,2024-01-02 14:15,35.88,0,0
2045,2024-01-02 14:20,36.06,0,0
2050,2024-01-02 14:25,36.06,0,0
2055,2024-01-02 14:30,36.06,0,0
2060,2024-01-02 14:35,35.88,0,0
2065,2024-01-02 14:40,35.88,0,0
2070,2024-01-02 14:45,35.88,0,0
2075,2024-01-02 14:50,35.88,0,0
2080,2024-01-02 14:55,36.06,0,0
2085,2024-01-02 15:00,36.06,0,0
2090,2024-01-02 15:05,35.88,0,0
2095,2024-01-02 15:10,36.06,0,0
2100,2024-01-02 15:15,35.88,0,0
2105,2024-01-02 15:20,37.90006,0,0
2110,2024-01-02 15:25,36.06,0,0
2115,2024-01-02 15:30,48.86965,0,0
2120,2024-01-02 15:35,38.12373,0,0
2125,2024-01-02 15:40,50.87896,0,0
2130,2024-01-02 15:45,36.06,0,0
2135,2024-01-02 15:50,47.35396,0,0
2140,2024-01-02 15:55,46.11606,0,0
2145,2024-01-02 16:00,54.95014,0,0
2150,2024-01-02 16:05,19.1129,0,0
2155,2024-01-02 16:10,19.09756,0,0
2160,2024-01-02 16:15,20.37255,0,0
2165,2024-01-02 16:20,35.88068,0,0
2170,2024-01-02 16:25,36.06,0,0
2175,2024-01-02 16:30,39.44696,0,0
2180,2024-01-02 16:35,35.88,0,0
2185,2024-01-02 16:40,41.43428,0,0
2190,2024-01-02 16:45,54.63075,0,0
2195,2024-01-02 16:50,40.12248,0,0
2200,2024-01-02 16:55,39.81116,0,0
2205,2024-01-02 17:00,39.01626,0,0
2210,2024-01-02 17:05,36.06,0,0
2215,2024-01-02 17:10,36.06,0,0
2220,2024-01-02 17:15,42.19223,0,0
2225,2024-01-02 17:20,42.43373,0,0
2230,2024-01-02 17:25,43.36442,0,0
2235,2024-01-02 17:30,58,0,0
2240,2024-01-02 17:35,47.57794,0,0
2245,2024-01-02 17:40,43.02604,0,0
2250,2024-01-02 17:45,42.30811,0,0
2255,2024-01-02 17:50,43.29148,0,0
2260,2024-01-02 17:55,57.95,0,0
2265,2024-01-02 18:00,56.69398,0,0
2270,2024-01-02 18:05,54.24658,0,0
2275,2024-01-02 18:10,52.90637,0,0
2280,2024-01-02 18:15,56.86088,0,0
2285,2024-01-02 18:20,62.74,0,0
2290,2024-01-02 18:25,63.32241,0,0
2295,2024-01-02 18:30,57.95,0,0
2300,2024-01-02 18:35,50.86006,0,0
2305,2024-01-02 18:40,50.65408,0,0
2310,2024-01-02 18:45,63.95093,0,0
2315,2024-01-02 18:50,67.07302,0,0
2320,2024-01-02 18:55,75.6775,0,0
2325,2024-01-02 19:00,75.60289,0,0
2330,2024-01-02 19:05,75.14875,0,0
2335,2024-01-02 19:10,75.57795,0,0
2340,2024-01-02 19:15,75.65368,0,0
2345,2024-01-02 19:20,84.22915,0,0
2350,2024-01-02 19:25,85.98005,0,0
2355,2024-01-02 19:30,88.89,0,0
2360,2024-01-02 19:35,87.38692,0,0
2365,2024-01-02 19:40,86.03571,0,0
2370,2024-01-02 19:45,86.03729,0,0
2375,2024-01-02 19:50,86.91626,0,0
2380,2024-01-02 19:55,100,0,0
2385,2024-01-02 20:00,88.89,0,0
2390,2024-01-02 20:05,87.31001,0,0
2395,2024-01-02 20:10,89.73508,0,0
2400,2024-01-02 20:15,88.79748,0,0
2405,2024-01-02 20:20,88.84006,0,0
2410,2024-01-02 20:25,85.98,0,0
2415,2024-01-02 20:30,85.98,0,0
2420,2024-01-02 20:35,82.79567,0,0
2425,2024-01-02 20:40,82.27008,0,0
2430,2024-01-02 20:45,80.71568,0,0
2435,2024-01-02 20:50,80.6001,0,0
2440,2024-01-02 20:55,70.23501,0,0
2445,2024-01-02 21:00,69.64355,0,0
2450,2024-01-02 21:05,62.74,0,0
2455,2024-01-02 21:10,64.95,0,0
2460,2024-01-02 21:15,62.74,0,0
2465,2024-01-02 21:20,62.74,0,0
2470,2024-01-02 21:25,62.74,0,0
2475,2024-01-02 21:30,62.74,0,0
2480,2024-01-02 21:35,67.84736,0,0
2485,2024-01-02 21:40,69.47413,0,0
2490,2024-01-02 21:45,68.9563,0,0
2495,2024-01-02 21:50,64.63091,0,0
2500,2024-01-02 21:55,64.63182,0,0
2505,2024-01-02 22:00,59.19193,0,0
2510,2024-01-02 22:05,62.70073,0,0
2515,2024-01-02 22:10,64.95,0,0
2520,2024-01-02 22:15,69.15342,0,0
2525,2024-01-02 22:20,64.95,0,0
2530,2024-01-02 22:25,62.73006,0,0
2535,2024-01-02 22:30,65.05379,0,0
2540,2024-01-02 22:35,68.57839,0,0
2545,2024-01-02 22:40,68.6076,0,0
2550,2024-01-02 22:45,68.61393,0,0
2555,2024-01-02 22:50,69.23452,0,0
2560,2024-01-02 22:55,69.14954,0,0
2565,2024-01-02 23:00,68.58027,0,0
2570,2024-01-02 23:05,90.72205,0,0
2575,2024-01-02 23:10,105.03015,0,0
2580,2024-01-02 23:15,104.23907,0,0
2585,2024-01-02 23:20,100,0,0
2590,2024-01-02 23:25,100,0,0
2595,2024-01-02 23:30,100,0,0
2600,2024-01-02 23:35,100.708,0,0
2605,2024-01-02 23:40,125.92988,0,0
2610,2024-01-02 23:45,94.64255,0,0
2615,2024-01-02 23:50,87.04259,0,0
2620,2024-01-02 23:55,86.526,0,0
2625,2024-01-03 00:00,88.58007,0,0
2630,2024-01-03 00:05,87.45244,0,0
2635,2024-01-03 00:10,99.7585,0,0
2640,2024-01-03 00:15,88.23,0,0
2645,2024-01-03 00:20,88.23,0,0
2650,2024-01-03 00:25,86.37324,0,0
2655,2024-01-03 00:30,76.336,0,0
2660,2024-01-03 00:35,75.57176,0,0
2665,2024-01-03 00:40,78.08862,0,0
2670,2024-01-03 00:45,76.42825,0,0
2675,2024-01-03 00:50,74.88107,0,0
2680,2024-01-03 00:55,63.15097,0,0
2685,2024-01-03 01:00,62.37049,0,0
2690,2024-01-03 01:05,73.43914,0,0
2695,2024-01-03 01:10,85.08698,0,0
2700,2024-01-03 01:15,58,0,0
2705,2024-01-03 01:20,61.25032,0,0
2710,2024-01-03 01:25,60.75855,0,0
2715,2024-01-03 01:30,60.80967,0,0
2720,2024-01-03 01:35,62.75844,0,0
2725,2024-01-03 01:40,63.32118,0,0
2730,2024-01-03 01:45,62.84598,0,0
2735,2024-01-03 01:50,58,0,0
2740,2024-01-03 01:55,52.36619,0,0
2745,2024-01-03 02:00,57.95,0,0
2750,2024-01-03 02:05,58.87227,0,0
2755,2024-01-03 02:10,58,0,0
2760,2024-01-03 02:15,58,0,0
2765,2024-01-03 02:20,54.95056,0,0
2770,2024-01-03 02:25,58.54189,0,0
2775,2024-01-03 02:30,58,0,0
2780,2024-01-03 02:35,58.97156,0,0
2785,2024-01-03 02:40,61.58073,0,0
2790,2024-01-03 02:45,61.55042,0,0
2795,2024-01-03 02:50,59.70498,0,0
2800,2024-01-03 02:55,59.34972,0,0
2805,2024-01-03 03:00,61.58348,0,0
2810,2024-01-03 03:05,58.95641,0,0
2815,2024-01-03 03:10,59.35823,0,0
2820,2024-01-03 03:15,59.37756,0,0
2825,2024-01-03 03:20,61.59673,0,0
2830,2024-01-03 03:25,60.1268,0,0
2835,2024-01-03 03:30,58,0,0
2840,2024-01-03 03:35,57.95,0,0
2845,2024-01-03 03:40,58,0,0
2850,2024-01-03 03:45,54.94993,0,0
2855,2024-01-03 03:50,54.95014,0,0
2860,2024-01-03 03:55,54.95014,0,0
2865,2024-01-03 04:00,57.95,0,0
2870,2024-01-03 04:05,58,0,0
2875,2024-01-03 04:10,64.04002,0,0
2880,2024-01-03 04:15,60.06466,0,0
2885,2024-01-03 04:20,61.26059,0,0
2890,2024-01-03 04:25,63.58711,0,0
2895,2024-01-03 04:30,64.06875,0,0
2900,2024-01-03 04:35,64.03552,0,0
2905,2024-01-03 04:40,64.95,0,0
2910,2024-01-03 04:45,64.98372,0,0
2915,2024-01-03 04:50,83.42758,0,0
2920,2024-01-03 04:55,87.36641,0,0
2925,2024-01-03 05:00,88.87995,0,0
2930,2024-01-03 05:05,88.88993,0,0
2935,2024-01-03 05:10,95.86984,0,0
2940,2024-01-03 05:15,89.59248,0,0
2945,2024-01-03 05:20,88.88,0,0
2950,2024-01-03 05:25,88.87983,0,0
2955,2024-01-03 05:30,88.35007,0,0
2960,2024-01-03 05:35,88.87995,0,0
2965,2024-01-03 05:40,88.87995,0,0
2970,2024-01-03 05:45,88.34007,0,0
2975,2024-01-03 05:50,59.98994,0,0
2980,2024-01-03 05:55,58.10413,0,0
2985,2024-01-03 06:00,57.34994,0,0
2990,2024-01-03 06:05,45.19915,0,0
2995,2024-01-03 06:10,46.13907,0,0
3000,2024-01-03 06:15,37.74222,0,0
3005,2024-01-03 06:20,42.62032,0,0
3010,2024-01-03 06:25,36.06,0,0
3015,2024-01-03 06:30,33.34993,0,0
3020,2024-01-03 06:35,-10.89068,0,0
3025,2024-01-03 06:40,-2.22156,0,0
3030,2024-01-03 06:45,-22.26581,0,0
3035,2024-01-03 06:50,-21.82958,0,0
3040,2024-01-03 06:55,-9.5,0,0
3045,2024-01-03 07:00,10,0,0
3050,2024-01-03 07:05,10,0,0
3055,2024-01-03 07:10,13.98005,0,0
3060,2024-01-03 07:15,17.90544,0,0
3065,2024-01-03 07:20,10,0,0
3070,2024-01-03 07:25,7.3,0,0
3075,2024-01-03 07:30,10,0,0
3080,2024-01-03 07:35,9.99984,0,0
3085,2024-01-03 07:40,9.99984,0,0
3090,2024-01-03 07:45,19.48,0,0
3095,2024-01-03 07:50,-37.22407,0,0
3100,2024-01-03 07:55,-9.5,0,0
3105,2024-01-03 08:00,35.87994,0,0
3110,2024-01-03 08:05,45.15197,0,0
